Date,Maximum,Minimum,Average,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth,
2015-02-02,24,11,17.5,-9.7,47,0,1.02,10.8,18,
2015-02-03,24,1,12.5,-14.9,52,0,0,0,17,
2015-02-04,38,-1,18.5,-9,46,0,0.01,T,16,
2015-02-05,35,8,21.5,-6.2,43,0,0.05,0.6,16,
2015-02-06,22,-7,7.5,-20.4,57,0,T,T,16,
2015-02-07,29,13,21,-7.1,44,0,0.03,0.6,16,
2015-02-08,31,16,23.5,-4.8,41,0,0.32,2.6,17,
2015-02-09,20,16,18,-10.5,47,0,0.42,4,21,
2015-02-10,33,20,26.5,-2.2,38,0,0.01,T,20,
2015-02-11,28,13,20.5,-8.4,44,0,0,0,20,
2015-02-12,32,11,21.5,-7.6,43,0,T,T,19,
2015-02-13,15,-5,5,-24.3,60,0,0,0,19,
2015-02-14,20,-5,7.5,-22,57,0,0.19,2.2,21,
2015-02-15,20,-2,9,-20.7,56,0,0.22,3.1,24,
2015-02-16,17,-5,6,-23.9,59,0,0,0,23,
2015-02-17,23,4,13.5,-16.6,51,0,T,T,23,
2015-02-18,32,-6,13,-17.4,52,0,T,T,21,
2015-02-19,25,7,16,-14.6,49,0,T,T,21,
2015-02-20,20,-4,8,-22.8,57,0,0,0,20,
2015-02-21,31,-9,11,-20,54,0,0.6,6.3,21,
2015-02-22,42,26,34,2.7,31,0,0.06,1.3,25,
2015-02-23,32,2,17,-14.5,48,0,0,0,24,
2015-02-24,19,-8,5.5,-26.3,59,0,T,0.1,24,
2015-02-25,36,4,20,-12,45,0,0,0,23,
2015-02-26,24,14,19,-13.3,46,0,0.02,0.3,23,
2015-02-27,28,9,18.5,-14,46,0,0,0,22,
2015-02-28,32,1,16.5,-16.3,48,0,0,0,22,
2015-03-01,28,2,15,-18.1,50,0,0.28,2.9,23,
2015-03-02,35,22,28.5,-4.8,36,0,T,T,24,
2015-03-03,35,14,24.5,-9.1,40,0,0.52,1.6,24,
2015-03-04,43,35,39,5.1,26,0,0.03,0,23,
2015-03-05,38,18,28,-6.1,37,0,T,T,22,
2015-03-06,27,6,16.5,-17.9,48,0,0,0,22,
2015-03-07,39,8,23.5,-11.2,41,0,0,0,21,
2015-03-08,44,20,32,-3,33,0,T,T,20,
2015-03-09,48,19,33.5,-1.8,31,0,0,0,19,
2015-03-10,52,22,37,1.4,28,0,0.13,0,17,
2015-03-11,57,36,46.5,10.6,18,0,0.01,0,13,
2015-03-12,43,28,35.5,-0.8,29,0,0,0,12,
2015-03-13,42,21,31.5,-5.1,33,0,0,0,11,
2015-03-14,38,32,35,-1.9,30,0,0.72,0,10,
2015-03-15,43,33,38,0.8,27,0,0,0,9,
2015-03-16,49,27,38,0.4,27,0,0,0,8,
2015-03-17,52,31,41.5,3.6,23,0,0.04,0,4,
2015-03-18,33,20,26.5,-11.8,38,0,0,0,4,
2015-03-19,37,17,27,-11.6,38,0,0,0,3,
2015-03-20,31,21,26,-13,39,0,0.13,2.8,6,
2015-03-21,46,27,36.5,-2.9,28,0,0.08,0.8,2,
2015-03-22,37,20,28.5,-11.2,36,0,0,0,1,
2015-03-23,32,17,24.5,-15.6,40,0,0,0,1,
2015-03-24,41,18,29.5,-11,35,0,0,0,0,
2015-03-25,50,19,34.5,-6.4,30,0,0.09,T,0,
2015-03-26,48,37,42.5,1.2,22,0,0.35,0,0,
2015-03-27,45,38,41.5,-0.2,23,0,0.14,0,0,
2015-03-28,38,28,33,-9.1,32,0,0.14,0.9,0,
2015-03-29,45,24,34.5,-8,30,0,0,0,0,
2015-03-30,49,29,39,-3.9,26,0,T,T,0,
2015-03-31,51,31,41,-2.3,24,0,T,0,0,
2015-04-01,50,28,39,-4.7,26,0,0,0,0,
2015-04-02,65,26,45.5,1.4,19,0,T,0,0,
2015-04-03,62,49,55.5,11,9,0,0.29,0,0,
2015-04-04,53,30,41.5,-3.4,23,0,0.25,0,0,
2015-04-05,50,28,39,-6.3,26,0,T,0,0,
2015-04-06,62,30,46,0.3,19,0,0,0,0,
2015-04-07,49,41,45,-1.2,20,0,0.16,0,0,
2015-04-08,43,35,39,-7.6,26,0,0.63,0,0,
2015-04-09,40,34,37,-10,28,0,0.04,0,0,
2015-04-10,52,37,44.5,-2.9,20,0,0.29,0,0,
2015-04-11,57,38,47.5,-0.3,17,0,0,0,0,
2015-04-12,72,32,52,3.8,13,0,0,0,0,
2015-04-13,71,34,52.5,3.9,12,0,0,0,0,
2015-04-14,69,49,59,10,6,0,0.04,0,0,
2015-04-15,71,40,55.5,6.1,9,0,0,0,0,
2015-04-16,68,34,51,1.2,14,0,0,0,0,
2015-04-17,68,48,58,7.8,7,0,0.1,0,0,
2015-04-18,81,42,61.5,10.9,3,0,0,0,0,
2015-04-19,64,43,53.5,2.6,11,0,0,0,0,
2015-04-20,51,43,47,-4.3,18,0,1.15,0,0,
2015-04-21,66,46,56,4.3,9,0,0.38,0,0,
2015-04-22,71,42,56.5,4.5,8,0,0.07,0,0,
2015-04-23,51,38,44.5,-7.9,20,0,T,T,0,
2015-04-24,46,36,41,-11.7,24,0,0,T,0,
2015-04-25,60,32,46,-7.1,19,0,0,0,0,
2015-04-26,60,35,47.5,-5.9,17,0,0,0,0,
2015-04-27,63,45,54,0.2,11,0,T,0,0,
2015-04-28,67,45,56,1.9,9,0,0,0,0,
2015-04-29,75,47,61,6.6,4,0,0,0,0,
2015-04-30,67,37,52,-2.7,13,0,0,0,0,
2015-05-01,62,47,54.5,-0.6,10,0,0,0,0,
2015-05-02,74,41,57.5,2.1,7,0,0,0,0,
2015-05-03,78,46,62,6.3,3,0,0,0,0,
2015-05-04,87,46,66.5,10.5,0,2,0,0,0,
2015-05-05,85,61,73,16.7,0,8,0,0,0,
2015-05-06,76,53,64.5,7.9,0,0,0,0,0,
2015-05-07,86,42,64,7.1,1,0,0,0,0,
2015-05-08,90,51,70.5,13.3,0,6,0,0,0,
2015-05-09,80,52,66,8.5,0,1,T,0,0,
2015-05-10,91,65,78,20.3,0,13,0,0,0,
2015-05-11,88,65,76.5,18.5,0,12,0,0,0,
2015-05-12,89,59,74,15.7,0,9,T,0,0,
2015-05-13,66,44,55,-3.6,10,0,0,0,0,
2015-05-14,73,40,56.5,-2.4,8,0,0,0,0,
2015-05-15,77,40,58.5,-0.7,6,0,0,0,0,
2015-05-16,73,56,64.5,5.1,0,0,0.02,0,0,
2015-05-17,88,59,73.5,13.8,0,9,0,0,0,
2015-05-18,80,57,68.5,8.5,0,4,0,0,0,
2015-05-19,77,56,66.5,6.2,0,2,0.58,0,0,
2015-05-20,62,48,55,-5.6,10,0,0,0,0,
2015-05-21,70,43,56.5,-4.4,8,0,0,0,0,
2015-05-22,75,51,63,1.8,2,0,T,0,0,
2015-05-23,68,43,55.5,-5.9,9,0,0,0,0,
2015-05-24,83,47,65,3.3,0,0,0,0,0,
2015-05-25,86,57,71.5,9.5,0,7,0,0,0,
2015-05-26,89,64,76.5,14.2,0,12,0,0,0,
2015-05-27,86,65,75.5,12.9,0,11,0.4,0,0,
2015-05-28,83,60,71.5,8.6,0,7,0.04,0,0,
2015-05-29,84,56,70,6.8,0,5,0,0,0,
2015-05-30,87,60,73.5,10,0,9,0,0,0,
2015-05-31,77,51,64,0.2,1,0,0.29,0,0,
2015-06-01,53,48,50.5,-13.6,14,0,1.52,0,0,
2015-06-02,55,48,51.5,-12.9,13,0,0.69,0,0,
2015-06-03,72,46,59,-5.8,6,0,0,0,0,
2015-06-04,72,51,61.5,-3.6,3,0,0,0,0,
2015-06-05,79,50,64.5,-0.9,0,0,T,0,0,
2015-06-06,77,54,65.5,-0.2,0,1,T,0,0,
2015-06-07,77,46,61.5,-4.5,3,0,0,0,0,
2015-06-08,78,58,68,1.7,0,3,0.01,0,0,
2015-06-09,83,61,72,5.4,0,7,0.27,0,0,
2015-06-10,84,56,70,3.1,0,5,0,0,0,
2015-06-11,89,68,78.5,11.2,0,14,0,0,0,
2015-06-12,89,64,76.5,8.9,0,12,0.01,0,0,
2015-06-13,85,66,75.5,7.6,0,11,0.07,0,0,
2015-06-14,86,60,73,4.8,0,8,T,0,0,
2015-06-15,67,60,63.5,-5,1,0,1.94,0,0,
2015-06-16,79,59,69,0.2,0,4,T,0,0,
2015-06-17,76,58,67,-2,0,2,0,0,0,
2015-06-18,76,56,66,-3.3,0,1,0,0,0,
2015-06-19,85,62,73.5,3.9,0,9,0.04,0,0,
2015-06-20,74,54,64,-5.9,1,0,0.05,0,0,
2015-06-21,86,61,73.5,3.4,0,9,0.57,0,0,
2015-06-22,86,65,75.5,5.1,0,11,0,0,0,
2015-06-23,89,64,76.5,5.8,0,12,0.21,0,0,
2015-06-24,82,61,71.5,0.6,0,7,0,0,0,
2015-06-25,82,56,69,-2.1,0,4,0,0,0,
2015-06-26,79,60,69.5,-1.9,0,5,T,0,0,
2015-06-27,73,56,64.5,-7.1,0,0,0.46,0,0,
2015-06-28,61,55,58,-13.8,7,0,0.83,0,0,
2015-06-29,77,55,66,-6,0,1,0.01,0,0,
2015-06-30,84,57,70.5,-1.7,0,6,0,0,0,
2015-07-01,83,64,73.5,1.1,0,9,0.81,0,M,
2015-07-02,78,58,68,-4.5,0,3,0,0,0,
2015-07-03,80,56,68,-4.7,0,3,0,0,0,
2015-07-04,71,57,64,-8.9,1,0,0.02,0,0,
2015-07-05,86,54,70,-3,0,5,0,0,0,
2015-07-06,86,60,73,-0.1,0,8,0,0,0,
2015-07-07,85,69,77,3.8,0,12,0.25,0,0,
2015-07-08,88,66,77,3.6,0,12,T,0,0,
2015-07-09,78,64,71,-2.5,0,6,0.17,0,0,
2015-07-10,84,65,74.5,0.9,0,10,0.35,0,0,
2015-07-11,87,60,73.5,-0.1,0,9,0,0,0,
2015-07-12,89,62,75.5,1.8,0,11,0,0,0,
2015-07-13,87,65,76,2.2,0,11,0,0,0,
2015-07-14,83,66,74.5,0.7,0,10,0.63,0,0,
2015-07-15,85,63,74,0.1,0,9,0.07,0,0,
2015-07-16,78,56,67,-6.9,0,2,0,0,0,
2015-07-17,82,54,68,-5.9,0,3,0,0,0,
2015-07-18,83,67,75,1,0,10,0.05,0,0,
2015-07-19,92,70,81,7,0,16,0,0,0,
2015-07-20,92,71,81.5,7.5,0,17,0,0,0,
2015-07-21,89,66,77.5,3.5,0,13,0.01,0,0,
2015-07-22,83,60,71.5,-2.5,0,7,0,0,0,
2015-07-23,84,57,70.5,-3.5,0,6,0,0,0,
2015-07-24,84,54,69,-5,0,4,0.02,0,0,
2015-07-25,84,57,70.5,-3.4,0,6,0,0,0,
2015-07-26,85,67,76,2.1,0,11,0.03,0,0,
2015-07-27,86,66,76,2.1,0,11,0,0,0,
2015-07-28,93,68,80.5,6.7,0,16,0,0,0,
2015-07-29,95,66,80.5,6.7,0,16,0,0,0,
2015-07-30,90,71,80.5,6.8,0,16,0.67,0,0,
2015-07-31,88,66,77,3.3,0,12,0,0,0,
2015-08-01,89,63,76,2.4,0,11,T,0,0,
2015-08-02,87,57,72,-1.6,0,7,0,0,0,
2015-08-03,90,64,77,3.5,0,12,0,0,0,
2015-08-04,89,67,78,4.6,0,13,0.01,0,0,
2015-08-05,85,60,72.5,-0.8,0,8,T,0,0,
2015-08-06,81,59,70,-3.3,0,5,0,0,0,
2015-08-07,83,57,70,-3.2,0,5,0,0,0,
2015-08-08,82,58,70,-3.1,0,5,0,0,0,
2015-08-09,82,60,71,-2,0,6,0,0,0,
2015-08-10,85,64,74.5,1.6,0,10,0,0,0,
2015-08-11,76,67,71.5,-1.3,0,7,1.08,0,0,
2015-08-12,84,63,73.5,0.8,0,9,T,0,0,
2015-08-13,84,60,72,-0.6,0,7,0,0,0,
2015-08-14,87,56,71.5,-0.9,0,7,0,0,0,
2015-08-15,92,65,78.5,6.2,0,14,0.02,0,0,
2015-08-16,90,64,77,4.8,0,12,0,0,0,
2015-08-17,93,66,79.5,7.5,0,15,T,0,0,
2015-08-18,91,68,79.5,7.6,0,15,0.46,0,0,
2015-08-19,89,71,80,8.3,0,15,0,0,0,
2015-08-20,89,69,79,7.4,0,14,T,0,0,
2015-08-21,77,65,71,-0.4,0,6,0.22,0,0,
2015-08-22,84,61,72.5,1.3,0,8,0,0,0,
2015-08-23,83,61,72,1,0,7,0,0,0,
2015-08-24,87,68,77.5,6.7,0,13,0,0,0,
2015-08-25,88,67,77.5,6.9,0,13,0.16,0,0,
2015-08-26,82,61,71.5,1.1,0,7,0,0,0,
2015-08-27,78,55,66.5,-3.7,0,2,0,0,0,
2015-08-28,80,53,66.5,-3.4,0,2,0,0,0,
2015-08-29,83,54,68.5,-1.2,0,4,0,0,0,
2015-08-30,88,61,74.5,5,0,10,0.13,0,0,
2015-08-31,90,64,77,7.8,0,12,0,0,0,
2015-09-01,88,64,76,7.1,0,11,0,0,0,
2015-09-02,91,60,75.5,6.9,0,11,0,0,0,
2015-09-03,90,64,77,8.6,0,12,0,0,0,
2015-09-04,83,62,72.5,4.4,0,8,0,0,0,
2015-09-05,83,53,68,0.3,0,3,0,0,0,
2015-09-06,88,52,70,2.6,0,5,0,0,0,
2015-09-07,93,61,77,9.9,0,12,0,0,0,
2015-09-08,96,67,81.5,14.7,0,17,0,0,0,
2015-09-09,93,70,81.5,15.1,0,17,T,0,0,
2015-09-10,76,63,69.5,3.4,0,5,0.86,0,0,
2015-09-11,80,60,70,4.3,0,5,0.49,0,0,
2015-09-12,80,57,68.5,3.2,0,4,0.15,0,0,
2015-09-13,75,57,66,1,0,1,0.93,0,0,
2015-09-14,72,53,62.5,-2.1,2,0,0,0,0,
2015-09-15,84,53,68.5,4.3,0,4,0,0,0,
2015-09-16,85,53,69,5.2,0,4,0,0,0,
2015-09-17,88,54,71,7.6,0,6,T,0,0,
2015-09-18,87,55,71,8,0,6,0,0,0,
2015-09-19,84,59,71.5,8.9,0,7,T,0,0,
2015-09-20,75,52,63.5,1.3,1,0,0,0,0,
2015-09-21,73,47,60,-1.8,5,0,0,0,0,
2015-09-22,68,53,60.5,-0.8,4,0,0,0,0,
2015-09-23,78,47,62.5,1.6,2,0,0,0,0,
2015-09-24,80,48,64,3.5,1,0,0,0,0,
2015-09-25,72,50,61,0.9,4,0,0,0,0,
2015-09-26,70,44,57,-2.7,8,0,0,0,0,
2015-09-27,73,40,56.5,-2.7,8,0,0,0,0,
2015-09-28,80,48,64,5.2,1,0,T,0,M,
2015-09-29,85,63,74,15.6,0,9,0.4,0,0,
2015-09-30,77,55,66,8,0,1,1.94,0,0,
2015-10-01,63,51,57,-0.6,8,0,0.06,0,0,
2015-10-02,54,48,51,-6.2,14,0,0.09,0,0,
2015-10-03,53,46,49.5,-7.3,15,0,0.1,0,0,
2015-10-04,62,44,53,-3.4,12,0,0,0,0,
2015-10-05,65,42,53.5,-2.5,11,0,0,0,0,
2015-10-06,72,40,56,0.4,9,0,0,0,0,
2015-10-07,71,45,58,2.8,7,0,0,0,0,
2015-10-08,69,44,56.5,1.7,8,0,0,0,0,
2015-10-09,73,50,61.5,7.1,3,0,0.12,0,0,
2015-10-10,63,42,52.5,-1.5,12,0,0,0,0,
2015-10-11,70,37,53.5,-0.2,11,0,0,0,0,
2015-10-12,76,41,58.5,5.2,6,0,0,0,0,
2015-10-13,74,50,62,9.1,3,0,0.04,0,0,
2015-10-14,70,46,58,5.4,7,0,0,0,0,
2015-10-15,66,39,52.5,0.3,12,0,0,0,0,
2015-10-16,63,41,52,0.1,13,0,T,0,0,
2015-10-17,54,34,44,-7.6,21,0,0,0,0,
2015-10-18,47,26,36.5,-14.7,28,0,T,T,0,
2015-10-19,50,21,35.5,-15.4,29,0,0,0,0,
2015-10-20,71,45,58,7.4,7,0,0,0,0,
2015-10-21,72,51,61.5,11.2,3,0,T,0,0,
2015-10-22,73,48,60.5,10.5,4,0,0,0,0,
2015-10-23,55,33,44,-5.7,21,0,0,0,0,
2015-10-24,50,29,39.5,-9.8,25,0,0,0,0,
2015-10-25,64,45,54.5,5.5,10,0,0.1,0,0,
2015-10-26,57,31,44,-4.7,21,0,0,0,0,
2015-10-27,58,30,44,-4.5,21,0,0,0,0,
2015-10-28,68,36,52,3.8,13,0,1.34,0,0,
2015-10-29,75,49,62,14.1,3,0,0.73,0,0,
2015-10-30,59,36,47.5,-0.1,17,0,0,0,0,
2015-10-31,56,29,42.5,-4.8,22,0,0,0,0,
2015-11-01,62,46,54,7,11,0,T,0,0,
2015-11-02,67,41,54,7.3,11,0,0,0,0,
2015-11-03,76,35,55.5,9.1,9,0,0,0,0,
2015-11-04,70,40,55,8.9,10,0,0,0,0,
2015-11-05,71,43,57,11.2,8,0,0,0,0,
2015-11-06,76,58,67,21.5,0,2,0,0,0,
2015-11-07,64,46,55,9.8,10,0,0,0,0,
2015-11-08,56,36,46,1.1,19,0,0,0,0,
2015-11-09,60,28,44,-0.6,21,0,0,0,0,
2015-11-10,53,39,46,1.7,19,0,0.28,0,0,
2015-11-11,50,43,46.5,2.5,18,0,0.2,0,0,
2015-11-12,56,46,51,7.3,14,0,0.37,0,0,
2015-11-13,59,42,50.5,7.1,14,0,T,0,0,
2015-11-14,46,39,42.5,-0.5,22,0,0,0,0,
2015-11-15,58,32,45,2.3,20,0,0,0,0,
2015-11-16,63,37,50,7.6,15,0,0,0,0,
2015-11-17,49,25,37,-5,28,0,0,0,0,
2015-11-18,50,22,36,-5.7,29,0,0,0,0,
2015-11-19,60,47,53.5,12.1,11,0,0.86,0,0,
2015-11-20,60,34,47,6,18,0,0.28,0,0,
2015-11-21,51,33,42,1.3,23,0,0,0,0,
2015-11-22,49,38,43.5,3.2,21,0,0.01,0,0,
2015-11-23,42,25,33.5,-6.4,31,0,0,0,0,
2015-11-24,45,20,32.5,-7.1,32,0,0,0,0,
2015-11-25,48,19,33.5,-5.7,31,0,0,0,0,
2015-11-26,57,32,44.5,5.7,20,0,0,0,0,
2015-11-27,67,46,56.5,18,8,0,0,0,0,
2015-11-28,57,39,48,9.9,17,0,0.2,0,0,
2015-11-29,46,28,37,-0.7,28,0,0,0,0,
2015-11-30,38,26,32,-5.3,33,0,0,0,0,
2015-12-01,38,25,31.5,-5.4,33,0,0.22,0,0,
2015-12-02,44,37,40.5,4,24,0,0.36,0,0,
2015-12-03,49,40,44.5,8.3,20,0,0,0,0,
2015-12-04,50,34,42,6.2,23,0,0,0,0,
2015-12-05,53,27,40,4.6,25,0,0,0,0,
2015-12-06,55,23,39,4,26,0,0,0,0,
2015-12-07,55,27,41,6.4,24,0,0,0,0,
2015-12-08,47,37,42,7.8,23,0,0,0,0,
2015-12-09,47,29,38,4.2,27,0,0,0,0,
2015-12-10,60,39,49.5,16,15,0,0.01,0,0,
2015-12-11,58,38,48,14.9,17,0,0,0,0,
2015-12-12,64,39,51.5,18.8,13,0,0,0,0,
2015-12-13,56,44,50,17.6,15,0,0,0,0,
2015-12-14,59,47,53,21,12,0,0.2,0,0,
2015-12-15,62,44,53,21.4,12,0,0.12,0,0,
2015-12-16,49,34,41.5,10.2,23,0,0,0,0,
2015-12-17,49,41,45,14.1,20,0,0.51,0,0,
2015-12-18,50,34,42,11.4,23,0,0,0,0,
2015-12-19,40,32,36,5.7,29,0,0,0,0,
2015-12-20,42,28,35,5,30,0,0,0,0,
2015-12-21,52,28,40,10.4,25,0,0,0,0,
2015-12-22,56,46,51,21.7,14,0,0.12,0,0,
2015-12-23,53,39,46,16.9,19,0,1.35,0,0,
2015-12-24,69,47,58,29.2,7,0,0.11,0,0,
2015-12-25,60,42,51,22.5,14,0,0,0,0,
2015-12-26,55,42,48.5,20.3,16,0,T,0,0,
2015-12-27,59,40,49.5,21.5,15,0,0.17,0,0,
2015-12-28,40,29,34.5,6.7,30,0,0,0,0,
2015-12-29,33,27,30,2.5,35,0,0.93,1,1,
2015-12-30,32,30,31,3.7,34,0,0.08,0,1,
2015-12-31,44,32,38,10.9,27,0,0.07,0,1,
2016-01-01,39,28,33.5,6.6,31,0,T,T,M,
2016-01-02,40,26,33,6.2,32,0,0,0,0,
2016-01-03,43,28,35.5,8.9,29,0,0,0,0,
2016-01-04,34,9,21.5,-4.9,43,0,0,0,0,
2016-01-05,27,5,16,-10.3,49,0,0,0,0,
2016-01-06,43,6,24.5,-1.7,40,0,0,0,0,
2016-01-07,40,12,26,-0.1,39,0,0,0,0,
2016-01-08,42,18,30,4,35,0,0,0,0,
2016-01-09,46,35,40.5,14.6,24,0,0,0,0,
2016-01-10,59,38,48.5,22.7,16,0,1.46,0,0,
2016-01-11,42,18,30,4.2,35,0,0,0,0,
2016-01-12,37,16,26.5,0.8,38,0,0.05,0.3,0,
2016-01-13,30,15,22.5,-3.2,42,0,T,T,0,
2016-01-14,33,16,24.5,-1.1,40,0,T,T,0,
2016-01-15,42,23,32.5,6.9,32,0,0,0,0,
2016-01-16,42,34,38,12.4,27,0,0.35,0,0,
2016-01-17,38,29,33.5,7.8,31,0,0,0,0,
2016-01-18,29,19,24,-1.7,41,0,T,0.1,0,
2016-01-19,27,17,22,-3.7,43,0,0,0,0,
2016-01-20,35,19,27,1.2,38,0,0,0,0,
2016-01-21,35,19,27,1.2,38,0,0,0,0,
2016-01-22,31,13,22,-3.9,43,0,0,0,0,
2016-01-23,28,22,25,-1,40,0,0.1,1.5,1,
2016-01-24,38,17,27.5,1.4,37,0,0,0,1,
2016-01-25,38,20,29,2.8,36,0,0,0,1,
2016-01-26,47,22,34.5,8.2,30,0,T,0,1,
2016-01-27,47,26,36.5,10.1,28,0,T,0,0,
2016-01-28,44,17,30.5,4,34,0,0,0,0,
2016-01-29,44,27,35.5,8.9,29,0,T,T,0,
2016-01-30,42,23,32.5,5.7,32,0,0,0,0,
2016-01-31,58,34,46,19.1,19,0,0,0,0,
2016-02-01,61,34,47.5,20.4,17,0,0,0,0,
2016-02-02,50,28,39,11.8,26,0,0,0,0,
2016-02-03,57,28,42.5,15.1,22,0,0.76,0,0,
2016-02-04,56,42,49,21.5,16,0,T,0,0,
2016-02-05,42,25,33.5,5.8,31,0,0.47,6.6,6,
2016-02-06,37,14,25.5,-2.4,39,0,0,0,6,
2016-02-07,46,16,31,2.9,34,0,0,0,5,
2016-02-08,36,21,28.5,0.2,36,0,0.26,3.5,7,
2016-02-09,31,17,24,-4.5,41,0,0.01,0.1,8,
2016-02-10,35,20,27.5,-1.2,37,0,0.15,2.3,8,
2016-02-11,27,10,18.5,-10.4,46,0,T,T,8,
2016-02-12,23,1,12,-17.1,53,0,0,0,7,
2016-02-13,19,-6,6.5,-22.8,58,0,T,T,7,
2016-02-14,10,-12,-1,-30.5,66,0,0,0,7,
2016-02-15,22,-12,5,-24.7,60,0,0.26,1.1,7,
2016-02-16,53,22,37.5,7.6,27,0,0.79,0.1,3,
2016-02-17,39,30,34.5,4.4,30,0,0,0,1,
2016-02-18,34,20,27,-3.4,38,0,0,0,1,
2016-02-19,39,13,26,-4.6,39,0,T,T,1,
2016-02-20,61,34,47.5,16.7,17,0,0.01,0,0,
2016-02-21,56,33,44.5,13.5,20,0,0,0,0,
2016-02-22,47,28,37.5,6.2,27,0,0,0,0,
2016-02-23,40,25,32.5,1,32,0,0.13,0.5,0,
2016-02-24,63,32,47.5,15.7,17,0,1.41,T,0,
2016-02-25,63,37,50,18,15,0,0.6,0,0,
2016-02-26,37,23,30,-2.3,35,0,T,T,0,
2016-02-27,40,20,30,-2.5,35,0,0,0,0,
2016-02-28,58,34,46,13.2,19,0,0,0,0,
2016-02-29,56,37,46.5,13.6,18,0,0.02,0,0,
2016-03-01,47,27,37,3.9,28,0,0.11,0,0,
2016-03-02,51,22,36.5,3.2,28,0,0.43,0,0,
2016-03-03,34,19,26.5,-7.1,38,0,0,0,0,
2016-03-04,37,23,30,-3.9,35,0,T,0.2,0,
2016-03-05,38,21,29.5,-4.6,35,0,0,0,0,
2016-03-06,44,25,34.5,0.1,30,0,0,0,0,
2016-03-07,56,24,40,5.3,25,0,0,0,0,
2016-03-08,65,36,50.5,15.5,14,0,0,0,0,
2016-03-09,81,40,60.5,25.2,4,0,0,0,0,
2016-03-10,72,55,63.5,27.9,1,0,0.02,0,0,
2016-03-11,60,38,49,13.1,16,0,0.03,0,0,
2016-03-12,63,30,46.5,10.2,18,0,0,0,0,
2016-03-13,64,47,55.5,18.9,9,0,0,0,0,
2016-03-14,50,38,44,7.1,21,0,0.45,0,0,
2016-03-15,50,39,44.5,7.3,20,0,0.25,0,0,
2016-03-16,62,40,51,13.4,14,0,0.08,0,0,
2016-03-17,65,37,51,13.1,14,0,0.02,0,0,
2016-03-18,53,32,42.5,4.2,22,0,T,T,0,
2016-03-19,46,25,35.5,-3.1,29,0,0,0,0,
2016-03-20,43,22,32.5,-6.5,32,0,0.01,0.1,0,
2016-03-21,49,29,39,-0.4,26,0,0.12,2.6,3,
2016-03-22,53,29,41,1.3,24,0,0,0,0,
2016-03-23,68,44,56,15.9,9,0,T,0,0,
2016-03-24,56,37,46.5,6,18,0,T,0,0,
2016-03-25,56,36,46,5.1,19,0,0.04,0,0,
2016-03-26,52,35,43.5,2.2,21,0,0,0,0,
2016-03-27,55,32,43.5,1.8,21,0,0,0,0,
2016-03-28,49,38,43.5,1.4,21,0,0.63,0,0,
2016-03-29,49,32,40.5,-2,24,0,0,0,0,
2016-03-30,59,29,44,1.1,21,0,0,0,0,
2016-03-31,72,44,58,14.7,7,0,0.01,0,0,
2016-03-01,47,27,37,3.9,28,0,0.11,0,0,
2016-03-02,51,22,36.5,3.2,28,0,0.43,0,0,
2016-03-03,34,19,26.5,-7.1,38,0,0,0,0,
2016-03-04,37,23,30,-3.9,35,0,T,0.2,0,
2016-03-05,38,21,29.5,-4.6,35,0,0,0,0,
2016-03-06,44,25,34.5,0.1,30,0,0,0,0,
2016-03-07,56,24,40,5.3,25,0,0,0,0,
2016-03-08,65,36,50.5,15.5,14,0,0,0,0,
2016-03-09,81,40,60.5,25.2,4,0,0,0,0,
2016-03-10,72,55,63.5,27.9,1,0,0.02,0,0,
2016-03-11,60,38,49,13.1,16,0,0.03,0,0,
2016-03-12,63,30,46.5,10.2,18,0,0,0,0,
2016-03-13,64,47,55.5,18.9,9,0,0,0,0,
2016-03-14,50,38,44,7.1,21,0,0.45,0,0,
2016-03-15,50,39,44.5,7.3,20,0,0.25,0,0,
2016-03-16,62,40,51,13.4,14,0,0.08,0,0,
2016-03-17,65,37,51,13.1,14,0,0.02,0,0,
2016-03-18,53,32,42.5,4.2,22,0,T,T,0,
2016-03-19,46,25,35.5,-3.1,29,0,0,0,0,
2016-03-20,43,22,32.5,-6.5,32,0,0.01,0.1,0,
2016-03-21,49,29,39,-0.4,26,0,0.12,2.6,3,
2016-03-22,53,29,41,1.3,24,0,0,0,0,
2016-03-23,68,44,56,15.9,9,0,T,0,0,
2016-03-24,56,37,46.5,6,18,0,T,0,0,
2016-03-25,56,36,46,5.1,19,0,0.04,0,0,
2016-03-26,52,35,43.5,2.2,21,0,0,0,0,
2016-03-27,55,32,43.5,1.8,21,0,0,0,0,
2016-03-28,49,38,43.5,1.4,21,0,0.63,0,0,
2016-03-29,49,32,40.5,-2,24,0,0,0,0,
2016-03-30,59,29,44,1.1,21,0,0,0,0,
2016-03-31,72,44,58,14.7,7,0,0.01,0,0,
2016-04-01,72,52,62,18.3,3,0,0.05,0,0,
2016-04-02,52,37,44.5,0.4,20,0,0.14,0,0,
2016-04-03,40,26,33,-11.5,32,0,0.37,2.9,2,
2016-04-04,27,24,25.5,-19.4,39,0,0.33,4,4,
2016-04-05,37,20,28.5,-16.8,36,0,0,0,1,
2016-04-06,44,20,32,-13.7,33,0,0,0,1,
2016-04-07,58,39,48.5,2.3,16,0,0.41,0,0,
2016-04-08,51,33,42,-4.6,23,0,0,0,0,
2016-04-09,49,28,38.5,-8.5,26,0,0,0,0,
